Id,name,age,course_id,date,is_paid
75510,Trần Đức Lan,19,A1,13/11/23,True
42479,Phạm Hữu Thảo,13,A5,07/07/23,True
81180,Đặng Minh Ly,15,A4,05/02/23,True
65069,Hoàng Minh Cương,21,A6,18/03/23,True
56959,Đỗ Đức Phong,20,A1,07/03/23,True
49954,Lê Công Hà,14,A1,28/08/23,True
82936,Đỗ Công Quân,24,A5,30/08/23,True
69163,Vũ Công Thu,22,A7,22/12/23,False
64098,Đỗ Văn Phong,23,A1,26/09/23,True
99112,Nguyễn Thị Linh,54,A1,07/04/23,True
70566,Nguyễn Công Vinh,14,A4,06/06/23,True
99780,Bùi Minh Long,23,A1,23/06/23,True
19348,Đặng Thị Trang,21,A4,21/08/23,True
99930,Trần Hữu Mai,22,A1,07/09/23,True
33625,Vũ Văn Quân,15,A5,20/08/23,True
54261,Trần Ngọc Thu,26,A1,02/03/23,True
49081,Bùi Minh Phong,17,A1,31/07/23,True
93460,Đỗ Minh Quân,20,A1,18/09/23,True
38295,Bùi Hữu Ly,24,A1,29/05/23,True
67854,Trần Văn Xuân,24,A6,12/11/23,True
45909,Hoàng Văn Thảo,20,A3,05/12/23,True
36790,Đặng Thị Hà,24,A1,05/09/23,False
25485,Bùi Công Phong,33,A1,30/09/23,True
19435,Đặng Hữu Oanh,23,A1,17/05/23,True
67799,Lê Thị Long,25,A1,04/07/23,True
62224,Phan Công Anh,21,A3,07/04/23,True
76040,Đỗ Minh Hà,22,A1,09/08/23,True
43591,Phan Ngọc Quân,42,A1,09/02/23,True
77641,Phạm Ngọc Linh,32,A1,10/01/24,False
44620,Phan Minh Oanh,24,A1,05/03/23,True
71642,Lê Minh Bảo,23,A6,16/08/23,True
40354,Trần Minh Dũng,22,A7,25/01/24,True
27640,Lê Ngọc Hà,15,A1,12/08/23,True
62736,Đỗ Ngọc Cương,34,A2,22/07/23,True
29087,Phan Minh Thảo,13,A4,04/10/23,False
20975,Hoàng Đức Cương,19,A1,14/03/23,True
33959,Trần Minh Khoa,19,A2,09/01/24,True
56427,Phan Văn Ly,22,A2,19/11/23,True
41921,Phạm Ngọc Vinh,20,A1,06/11/23,True
14835,Lê Thị Xuân,35,A7,17/02/23,True
48088,Phạm Minh Vinh,22,A1,12/03/23,True
45547,Hoàng Minh Long,25,A1,08/06/23,True
55445,Hoàng Hữu Cương,21,A7,07/04/23,True
60990,Hoàng Ngọc Long,21,A6,23/10/23,True
68141,Vũ Minh Dũng,23,A5,02/08/23,True
11015,Đỗ Công Ly,18,A1,14/07/23,True
18415,Hoàng Văn Vinh,26,A7,28/03/23,True
33833,Đặng Công Linh,21,A1,12/10/23,False
82474,Phạm Công Hà,24,A1,08/03/23,True
85880,Nguyễn Công Quân,15,A1,26/11/23,True
50943,Trần Công Mai,20,A1,22/10/23,True
70100,Lê Quang Thu,21,A7,09/11/23,False
60612,Hoàng Minh Ly,21,A1,05/12/23,True
14809,Đặng Thị Hà,20,A5,20/02/23,True
66397,Vũ Quang Cương,19,A1,19/09/23,True
63932,Bùi Thị Quân,24,A2,22/02/23,True
47744,Hoàng Ngọc Nam,20,A4,05/06/23,True
17239,Nguyễn Quang Xuân,19,A1,13/03/23,True
71877,Đặng Công Phong,19,A4,13/01/24,True
47131,Hoàng Minh Dũng,17,A5,24/11/23,False
34285,Vũ Minh Nam,24,A4,10/02/23,True
29198,Bùi Ngọc Vinh,20,A1,04/07/23,True
49764,Trần Minh Xuân,21,A2,16/01/24,True
69494,Phan Đức Quân,20,A1,31/07/23,True
16949,Trần Quang Thảo,47,A2,01/01/24,True
35934,Vũ Công Lan,50,A1,17/12/23,False
93251,Phạm Văn Bảo,20,A1,29/11/23,True
52318,Đỗ Đức Cương,34,A1,18/10/23,True
53088,Đỗ Đức Linh,20,A7,02/04/23,True
65479,Nguyễn Công Hà,53,A5,26/09/23,True
65123,Lê Thị Anh,21,A1,03/10/23,False
24388,Đỗ Quang Anh,19,A1,29/11/23,True
22015,Vũ Thị Cương,25,A1,31/07/23,True
34214,Bùi Thị Quân,23,A1,10/01/24,True
21637,Bùi Công Quân,19,A3,01/01/24,True
51240,Đặng Ngọc Phong,22,A6,02/02/23,True
79724,Đặng Thị Cương,20,A7,30/12/23,True
21314,Lê Công Xuân,23,A1,02/02/23,True
46668,Phan Ngọc Xuân,22,A1,19/05/23,True
26907,Đỗ Ngọc Dũng,19,A1,03/03/23,True
91818,Bùi Đức Phong,20,A1,05/07/23,True
15240,Phan Minh Oanh,19,A3,25/08/23,True
29262,Vũ Quang Long,20,A1,15/02/23,True
74291,Đặng Thị Cương,27,A5,25/06/23,True
60428,Trần Quang Hà,23,A7,20/04/23,True
10055,Bùi Quang Dũng,25,A1,26/02/23,True
83686,Vũ Văn Ly,21,A1,10/12/23,True
14621,Đỗ Đức Hà,20,A1,08/12/23,True
15122,Phan Quang Dũng,23,A6,09/10/23,True
48638,Vũ Văn Xuân,44,A1,18/01/24,True
98869,Lê Công Ly,47,A1,29/01/24,True
83688,Lê Hữu Vinh,19,A4,21/11/23,True
11062,Nguyễn Thị Thu,22,A1,14/06/23,True
66793,Phan Hữu Nam,21,A1,17/04/23,True
13596,Đỗ Thị Bảo,25,A1,22/03/23,True
83794,Nguyễn Thị Long,22,A2,29/05/23,True
16371,Đỗ Minh Phong,25,A1,15/05/23,True
83479,Trần Quang Phong,24,A1,19/02/23,True
91449,Đỗ Minh Thu,19,A1,12/10/23,True
64553,Vũ Văn Anh,20,A2,23/11/23,True
86090,Hoàng Công Mai,22,A7,26/06/23,True
68656,Lê Hữu Oanh,20,A1,21/05/23,True
11605,Bùi Quang Cương,24,A1,11/01/24,True
66138,Vũ Văn Quân,46,A1,13/04/23,True
95655,Vũ Ngọc Phong,22,A6,22/01/24,True
34818,Phan Hữu Xuân,24,A1,31/07/23,True
19111,Trần Ngọc Dũng,23,A1,11/07/23,True
89579,Bùi Thị Oanh,31,A6,11/10/23,True
10117,Phan Hữu Cương,19,A1,06/05/23,True
23234,Bùi Đức Nam,25,A5,08/03/23,True
20954,Lê Đức Dũng,20,A1,05/11/23,True
16469,Đỗ Hữu Cương,25,A7,17/03/23,True
68067,Đặng Minh Vinh,22,A1,18/02/23,True
77584,Đỗ Quang Mai,19,A2,06/06/23,True
11828,Đặng Công Long,21,A1,18/05/23,False
57362,Trần Công Quân,19,A1,28/07/23,True
75545,Hoàng Thị Cương,23,A1,20/07/23,True
49809,Đặng Văn Quân,54,A1,05/03/23,True
18512,Phạm Quang Xuân,20,A1,01/01/24,True
89767,Đặng Thị Mai,38,A2,19/05/23,True
52078,Lê Văn Linh,22,A6,09/05/23,True
10235,Bùi Hữu Nam,21,A1,18/07/23,False
80792,Vũ Quang Xuân,18,A1,07/03/23,True
15415,Phan Thị Mai,18,A3,19/07/23,True
97388,Hoàng Công Xuân,31,A1,22/12/23,True
40523,Đỗ Hữu Nam,24,A1,09/02/23,True
29282,Vũ Hữu Xuân,19,A2,27/08/23,True
30611,Bùi Ngọc Mai,34,A1,16/12/23,True
53303,Vũ Quang Anh,20,A1,15/10/23,True
49711,Phan Minh Lan,20,A1,14/11/23,True
97062,Trần Công Dũng,23,A1,08/05/23,True
77728,Nguyễn Quang Xuân,22,A6,15/11/23,True
28381,Lê Hữu Xuân,28,A1,22/06/23,True
21302,Nguyễn Ngọc Nam,20,A1,19/06/23,False
93122,Đỗ Công Quân,20,A1,27/08/23,True
90910,Đặng Đức Nam,23,A6,21/06/23,True
35053,Đặng Công Oanh,22,A6,11/11/23,True
20789,Phạm Hữu Long,16,A4,26/07/23,True
42154,Bùi Thị Thu,30,A4,21/12/23,True
29029,Lê Công Quân,40,A3,23/06/23,True
53872,Trần Đức Quân,26,A1,04/07/23,True
39486,Nguyễn Ngọc Thu,22,A5,22/12/23,True
50631,Phan Đức Anh,19,A1,06/03/23,True
24382,Phan Hữu Hà,16,A1,10/02/23,True
26478,Lê Minh Quân,19,A1,23/01/24,True
81315,Hoàng Đức Hà,24,A1,27/03/23,False
86325,Bùi Ngọc Dũng,20,A1,31/08/23,True
86077,Trần Văn Linh,25,A2,20/03/23,False
83319,Đặng Thị Dũng,33,A1,02/04/23,True
66942,Bùi Văn Thu,24,A3,20/11/23,True
49915,Hoàng Ngọc Anh,20,A1,15/04/23,True
70279,Vũ Hữu Cương,21,A1,29/12/23,True
37632,Bùi Văn Oanh,26,A1,13/03/23,True
96066,Vũ Quang Long,21,A4,29/12/23,False
13797,Phan Đức Dũng,24,A6,15/08/23,True
32116,Lê Văn Nam,25,A7,09/03/23,True
29256,Lê Minh Trang,25,A1,24/11/23,True
49282,Trần Minh Bảo,19,A1,22/10/23,True
66264,Nguyễn Quang Ly,25,A4,29/04/23,True
49224,Đặng Công Bảo,20,A1,08/09/23,True
35150,Phan Văn Mai,25,A1,28/07/23,True
83509,Vũ Ngọc Quân,32,A1,12/08/23,True
67761,Lê Minh Trang,25,A6,12/05/23,True
51914,Hoàng Thị Phong,17,A1,01/11/23,True
77526,Bùi Công Mai,21,A1,28/02/23,True
56240,Hoàng Công Quân,22,A1,08/11/23,True
14757,Đặng Quang Quân,15,A1,24/03/23,True
37696,Vũ Công Bảo,18,A1,09/07/23,False
59840,Phan Hữu Anh,23,A1,19/02/23,True
31566,Đặng Văn Hà,18,A7,29/07/23,True
85520,Phan Ngọc Vinh,14,A1,19/02/23,True
12482,Đặng Quang Nam,19,A1,14/04/23,True
12079,Lê Quang Oanh,21,A1,27/09/23,True
52460,Trần Văn Khoa,22,A1,20/04/23,True
28449,Trần Công Long,20,A1,25/03/23,True
38865,Hoàng Minh Lan,25,A1,26/12/23,True
21485,Đặng Hữu Quân,46,A1,25/02/23,True
65168,Phan Thị Thảo,21,A1,13/11/23,True
58770,Lê Quang Thu,20,A1,22/11/23,True
85629,Phạm Minh Anh,23,A1,28/07/23,True
91974,Đặng Hữu Xuân,27,A1,27/08/23,True
91244,Vũ Minh Thu,22,A1,13/04/23,True
65106,Trần Hữu Mai,22,A1,08/06/23,True
84055,Bùi Quang Hà,34,A1,11/03/23,True
82258,Đỗ Hữu Hà,25,A6,04/01/24,True
89111,Trần Hữu Ly,21,A1,03/02/23,True
41821,Phạm Quang Thu,27,A2,26/09/23,True
22175,Phạm Công Hà,23,A1,04/05/23,True
96925,Trần Hữu Vinh,40,A1,06/11/23,True
16150,Đỗ Quang Vinh,13,A2,22/12/23,True
70500,Nguyễn Công Lan,22,A1,22/03/23,True
23859,Nguyễn Minh Thảo,21,A2,30/05/23,True
52880,Phạm Ngọc Ly,24,A5,02/01/24,True
25358,Lê Minh Phong,20,A1,11/08/23,True
24596,Đỗ Hữu Mai,31,A1,09/08/23,True
72516,Vũ Hữu Nam,19,A1,22/08/23,False
27771,Phạm Minh Dũng,20,A1,21/11/23,True
29063,Trần Văn Ly,55,A7,02/07/23,True
47599,Phạm Hữu Mai,46,A1,27/10/23,True
12573,Lê Minh Thu,21,A4,23/05/23,True
70774,Nguyễn Thị Oanh,20,A1,14/10/23,True
61693,Đỗ Quang Bảo,16,A7,02/04/23,True
86908,Đặng Công Thảo,13,A3,26/06/23,True
66133,Lê Công Nam,21,A6,09/01/24,True
48243,Vũ Văn Vinh,21,A1,24/04/23,True
32180,Hoàng Thị Oanh,25,A2,26/04/23,True
11622,Hoàng Thị Hà,48,A1,25/07/23,True
61226,Phan Quang Hà,23,A6,11/07/23,True
14263,Bùi Văn Bảo,18,A1,15/08/23,True
57924,Đặng Minh Hà,23,A1,22/11/23,False
45737,Phan Quang Khoa,23,A1,01/09/23,True
46397,Đỗ Quang Thu,34,A1,27/05/23,True
71120,Đỗ Công Trang,31,A1,16/08/23,True
88617,Trần Ngọc Vinh,24,A1,14/02/23,True
99599,Nguyễn Minh Long,54,A6,12/04/23,True
38769,Phạm Văn Vinh,23,A1,16/03/23,False
99399,Đỗ Ngọc Hà,29,A1,16/01/24,True
77298,Đỗ Thị Lan,15,A5,02/07/23,True
34058,Lê Ngọc Lan,25,A1,25/03/23,True
42921,Đặng Văn Hà,23,A1,19/08/23,True
45111,Đặng Ngọc Mai,50,A3,05/05/23,True
84666,Phan Quang Long,20,A1,28/09/23,True
34354,Hoàng Công Linh,45,A5,07/09/23,True
85186,Phạm Minh Mai,23,A1,14/09/23,True
61474,Hoàng Thị Vinh,22,A1,14/07/23,True
16960,Phan Hữu Ly,18,A1,23/12/23,False
67134,Phan Minh Long,20,A1,21/10/23,False
10338,Bùi Công Thảo,20,A3,08/12/23,True
11750,Đỗ Đức Linh,17,A3,09/10/23,True
80855,Phạm Văn Dũng,24,A1,05/06/23,True
87454,Trần Hữu Anh,41,A3,08/07/23,True
37935,Đặng Minh Lan,21,A3,21/08/23,False
22182,Hoàng Văn Cương,20,A1,04/05/23,True
92310,Nguyễn Hữu Phong,28,A1,14/01/24,True
79768,Vũ Minh Khoa,45,A1,13/01/24,True
51786,Nguyễn Công Vinh,21,A7,09/09/23,True
64237,Đặng Minh Hà,33,A1,15/09/23,True
27850,Phạm Thị Mai,22,A5,07/03/23,True
84910,Hoàng Hữu Anh,25,A1,03/09/23,True
67132,Đỗ Đức Khoa,24,A1,09/07/23,True
12983,Vũ Quang Cương,19,A1,30/10/23,True
50998,Lê Minh Mai,36,A1,21/09/23,True
64620,Vũ Đức Quân,21,A2,31/08/23,True
89273,Đỗ Văn Long,24,A6,04/10/23,True
62393,Nguyễn Thị Quân,22,A7,15/02/23,True
85532,Bùi Công Dũng,21,A1,28/07/23,False
79346,Đỗ Đức Linh,51,A1,15/11/23,True
55084,Đặng Quang Phong,22,A4,02/05/23,True
83972,Phạm Đức Xuân,27,A1,08/05/23,True
93691,Đặng Quang Cương,39,A7,01/01/24,True
60072,Bùi Đức Vinh,20,A1,18/08/23,True
20816,Bùi Minh Dũng,24,A1,09/04/23,True
43933,Đặng Thị Thu,19,A1,14/06/23,True
42913,Lê Ngọc Quân,23,A1,10/06/23,True
45400,Hoàng Văn Oanh,19,A1,13/10/23,True
84691,Đỗ Thị Bảo,24,A1,31/12/23,False
55028,Bùi Văn Cương,51,A1,16/01/24,True
66638,Hoàng Ngọc Khoa,25,A7,10/03/23,True
44636,Vũ Quang Oanh,22,A7,24/07/23,True
72211,Trần Hữu Nam,23,A1,15/07/23,False
91470,Bùi Hữu Linh,26,A1,02/09/23,True
44157,Đặng Ngọc Thảo,20,A1,28/09/23,True
92856,Đặng Quang Hà,24,A1,06/12/23,True
91412,Nguyễn Ngọc Xuân,19,A1,01/10/23,False
56600,Phạm Thị Dũng,22,A6,01/04/23,False
36172,Nguyễn Đức Bảo,20,A1,01/05/23,True
35425,Phạm Văn Hà,21,A3,05/10/23,True
38831,Đỗ Quang Vinh,24,A1,21/08/23,True
43660,Phạm Công Hà,52,A1,11/10/23,True
44701,Vũ Công Long,17,A5,04/11/23,True
33874,Vũ Minh Bảo,48,A1,09/05/23,True
27602,Phan Ngọc Phong,22,A7,30/10/23,True
39192,Bùi Minh Linh,30,A1,04/02/23,False
68762,Lê Minh Bảo,22,A1,22/04/23,True
43742,Bùi Hữu Oanh,20,A1,16/08/23,True
80831,Trần Minh Nam,18,A1,27/10/23,True
19903,Nguyễn Công Oanh,23,A3,12/01/24,True
55648,Trần Đức Vinh,23,A1,13/10/23,True
12396,Đặng Đức Mai,19,A6,16/10/23,True
21303,Phạm Thị Trang,55,A3,06/02/23,True
96231,Phạm Ngọc Linh,25,A4,10/09/23,True
75082,Vũ Minh Thảo,21,A1,21/09/23,True
61756,Phan Minh Quân,18,A3,06/06/23,True
96206,Phan Đức Nam,19,A3,19/04/23,True
73620,Phạm Hữu Anh,23,A6,11/04/23,True
59138,Vũ Công Hà,20,A6,22/07/23,True
12719,Đỗ Đức Trang,24,A1,13/08/23,True
28787,Hoàng Minh Trang,24,A1,05/08/23,True
43062,Lê Hữu Thảo,23,A1,10/03/23,True
85418,Nguyễn Văn Cương,37,A7,29/01/24,True
41966,Vũ Hữu Linh,14,A1,28/01/24,True
73852,Phạm Minh Nam,18,A4,25/02/23,True
57517,Đỗ Minh Trang,17,A1,25/04/23,True
23281,Vũ Văn Anh,21,A1,03/05/23,True
36660,Hoàng Văn Thu,32,A1,02/11/23,False
93807,Trần Thị Thu,20,A4,21/03/23,False
60192,Bùi Công Nam,22,A4,23/12/23,True
19077,Phan Ngọc Quân,24,A1,09/10/23,True
77889,Hoàng Thị Bảo,16,A7,23/07/23,True
31195,Bùi Minh Bảo,24,A4,06/11/23,True
37083,Trần Minh Phong,21,A1,18/04/23,True
17813,Trần Văn Linh,25,A1,12/02/23,True
37082,Đỗ Minh Long,13,A3,16/02/23,True
36029,Hoàng Văn Khoa,46,A1,24/01/24,False
99186,Phạm Hữu Oanh,45,A1,10/11/23,True
51846,Đỗ Đức Vinh,32,A5,20/02/23,True
60975,Bùi Quang Oanh,20,A1,14/02/23,True
13093,Trần Quang Bảo,14,A1,25/12/23,True
54413,Phan Ngọc Mai,15,A1,16/06/23,True
63268,Đặng Đức Nam,22,A6,25/06/23,True
63331,Lê Ngọc Cương,21,A1,28/09/23,True
15626,Trần Thị Long,24,A1,14/03/23,True
29982,Lê Ngọc Mai,19,A4,30/01/24,True
94976,Hoàng Minh Nam,19,A2,26/11/23,True
48158,Trần Hữu Phong,23,A1,15/05/23,True
31563,Vũ Thị Anh,17,A1,16/12/23,True
78916,Đỗ Quang Oanh,16,A1,18/07/23,True
95553,Trần Đức Vinh,24,A4,22/07/23,True
92879,Lê Hữu Long,22,A1,19/11/23,False
63625,Trần Hữu Phong,21,A2,30/05/23,True
78760,Trần Quang Long,51,A1,03/04/23,True
38541,Đỗ Đức Quân,21,A3,29/01/24,True
75455,Vũ Quang Xuân,25,A1,17/08/23,True
15109,Đặng Quang Phong,35,A1,24/11/23,True
92503,Hoàng Quang Xuân,42,A1,01/06/23,True
36589,Phan Hữu Oanh,45,A1,11/02/23,True
72046,Đặng Đức Mai,25,A3,15/07/23,True
51688,Phan Thị Vinh,23,A5,01/11/23,True
40087,Bùi Văn Quân,42,A3,22/06/23,True
85304,Hoàng Thị Phong,20,A1,14/03/23,False
48559,Hoàng Đức Long,24,A1,30/06/23,True
58787,Vũ Thị Quân,51,A1,09/04/23,True
71681,Vũ Ngọc Thảo,15,A1,07/02/23,True
37424,Bùi Thị Dũng,24,A6,26/02/23,True
98652,Phan Hữu Xuân,18,A1,20/02/23,True
91061,Vũ Quang Phong,19,A1,22/09/23,True
91905,Phạm Đức Quân,22,A5,19/02/23,True
35003,Đỗ Hữu Nam,51,A1,10/12/23,True
59786,Hoàng Ngọc Cương,24,A1,21/11/23,False
36015,Phan Công Mai,20,A1,11/05/23,False
36289,Đặng Quang Trang,18,A2,10/02/23,True
71550,Đặng Quang Cương,25,A5,03/02/23,True
56163,Trần Văn Mai,24,A1,09/11/23,True
91941,Phạm Hữu Thảo,23,A1,28/06/23,True
31288,Đặng Đức Oanh,20,A1,11/03/23,True
25313,Vũ Ngọc Anh,20,A1,16/06/23,True
11560,Đỗ Ngọc Oanh,14,A6,19/10/23,True
30022,Hoàng Thị Vinh,25,A1,03/05/23,True
38380,Lê Quang Mai,19,A4,20/09/23,True
99899,Đặng Quang Xuân,22,A1,07/04/23,True
10661,Trần Quang Nam,35,A1,05/11/23,True
70315,Hoàng Thị Hà,20,A1,29/08/23,True
26309,Trần Hữu Nam,23,A1,18/07/23,True
40027,Vũ Hữu Vinh,20,A1,28/05/23,False
69321,Bùi Hữu Thảo,21,A4,22/11/23,True
88339,Lê Quang Quân,25,A4,02/08/23,True
49063,Nguyễn Minh Hà,22,A1,20/04/23,True
75128,Bùi Minh Phong,22,A1,03/02/23,True
32015,Đặng Minh Khoa,13,A2,12/10/23,True
86707,Hoàng Văn Long,21,A1,07/11/23,True
27778,Đặng Minh Thảo,23,A1,05/12/23,True
58364,Hoàng Quang Thảo,26,A1,21/06/23,True
67056,Bùi Đức Phong,25,A1,04/03/23,True
33279,Phạm Công Bảo,21,A2,19/12/23,True
76061,Đặng Thị Linh,24,A7,06/04/23,True
74324,Phan Ngọc Khoa,25,A1,19/10/23,True
60677,Phạm Văn Vinh,21,A6,02/04/23,True
80135,Bùi Hữu Mai,45,A1,06/09/23,True
79350,Đỗ Công Thu,39,A1,24/11/23,True
77649,Vũ Văn Long,28,A5,07/02/23,True
23760,Lê Đức Hà,25,A4,28/09/23,True
22588,Vũ Minh Hà,21,A1,17/03/23,True
62233,Vũ Ngọc Quân,13,A1,10/07/23,True
81260,Bùi Công Nam,22,A1,18/08/23,True
52240,Đỗ Văn Cương,22,A1,13/03/23,True
33499,Phan Thị Thảo,22,A3,16/10/23,True
81635,Đặng Công Mai,31,A1,27/04/23,True
61886,Đỗ Hữu Vinh,31,A2,17/02/23,True
19847,Nguyễn Văn Dũng,25,A5,11/06/23,True
77278,Nguyễn Thị Khoa,19,A1,27/06/23,True
44707,Phạm Hữu Ly,21,A1,16/12/23,True
57614,Phan Công Cương,24,A1,09/11/23,True
90896,Nguyễn Ngọc Ly,25,A1,05/10/23,True
38404,Vũ Thị Dũng,16,A1,24/12/23,True
74178,Lê Đức Thu,19,A1,28/01/24,True
45057,Phan Thị Phong,22,A7,27/12/23,True
55272,Phạm Ngọc Cương,19,A2,11/12/23,True
66503,Phan Quang Ly,25,A1,25/11/23,True
89141,Lê Thị Thu,23,A1,06/03/23,True
42556,Lê Minh Nam,24,A1,16/11/23,False
92811,Vũ Minh Lan,13,A3,22/11/23,False
33196,Trần Ngọc Nam,46,A1,22/11/23,True
58320,Phạm Công Cương,23,A5,31/03/23,False
98009,Đỗ Công Anh,30,A1,19/10/23,True
34089,Bùi Đức Oanh,19,A6,02/10/23,True
60138,Đặng Ngọc Dũng,24,A6,03/04/23,True
41890,Trần Văn Nam,40,A7,18/07/23,True
52287,Đỗ Ngọc Nam,20,A2,05/06/23,True
46059,Trần Văn Vinh,15,A1,14/10/23,True
15704,Nguyễn Văn Oanh,24,A5,02/02/23,False
82460,Bùi Ngọc Phong,19,A4,11/03/23,True
76024,Bùi Hữu Long,13,A1,16/05/23,True
39165,Phạm Hữu Thảo,23,A6,14/03/23,True
46321,Trần Công Phong,25,A4,02/10/23,True
35426,Nguyễn Đức Cương,39,A6,14/06/23,True
61924,Đỗ Văn Ly,24,A1,04/11/23,True
19108,Trần Văn Hà,20,A1,23/05/23,True
93360,Phan Công Khoa,24,A1,17/09/23,True
32443,Trần Văn Mai,30,A1,09/05/23,True
86743,Trần Công Vinh,22,A3,13/06/23,True
87576,Bùi Quang Bảo,23,A1,08/11/23,True
45631,Phan Hữu Long,23,A5,21/02/23,False
74732,Trần Đức Thu,13,A1,29/09/23,True
91889,Nguyễn Minh Nam,20,A1,02/11/23,True
56819,Nguyễn Ngọc Linh,22,A2,22/08/23,True
91709,Hoàng Thị Vinh,23,A3,22/02/23,False
68348,Nguyễn Hữu Linh,26,A5,11/07/23,True
79967,Trần Minh Ly,21,A2,18/08/23,True
66088,Trần Minh Anh,21,A2,19/04/23,True
55379,Hoàng Đức Quân,22,A7,24/10/23,True
56881,Bùi Đức Hà,16,A1,20/01/24,True
67716,Phạm Quang Anh,36,A1,02/03/23,True
82430,Vũ Công Dũng,20,A1,02/07/23,True
64691,Đặng Văn Hà,19,A3,10/01/24,True
53596,Phạm Ngọc Nam,24,A1,20/12/23,True
54139,Đỗ Thị Thu,25,A1,15/07/23,True
13654,Trần Văn Phong,20,A1,03/10/23,True
84172,Hoàng Công Mai,48,A1,08/02/23,False
22149,Phan Quang Quân,19,A5,21/10/23,True
81031,Lê Thị Hà,22,A1,08/06/23,True
98204,Phan Ngọc Dũng,25,A2,18/10/23,True
98789,Đặng Công Quân,19,A1,17/12/23,True
91929,Lê Công Xuân,15,A1,18/11/23,True
41401,Trần Đức Nam,19,A6,20/02/23,True
44084,Hoàng Công Khoa,16,A1,15/06/23,True
46451,Bùi Đức Dũng,25,A1,22/11/23,True
75681,Trần Văn Bảo,29,A4,27/11/23,True
74174,Phạm Ngọc Nam,24,A1,20/12/23,True
27014,Đỗ Công Cương,13,A1,23/10/23,True
78388,Đặng Hữu Cương,46,A2,01/12/23,True
33711,Nguyễn Minh Bảo,23,A2,25/06/23,True
67784,Vũ Minh Anh,22,A1,05/11/23,False
14358,Phan Đức Khoa,22,A3,17/11/23,True
42117,Nguyễn Đức Ly,23,A1,01/06/23,True
65754,Nguyễn Thị Long,22,A7,22/10/23,True
70946,Bùi Đức Thảo,22,A2,02/08/23,True
41007,Đặng Minh Nam,52,A1,21/08/23,True
83379,Vũ Công Khoa,17,A1,12/10/23,True
20106,Nguyễn Công Bảo,33,A1,06/05/23,True
82240,Phan Đức Khoa,24,A5,01/10/23,True
78011,Hoàng Văn Linh,25,A1,18/07/23,True
66549,Phan Hữu Khoa,21,A1,09/02/23,True
55113,Phan Văn Nam,54,A1,21/11/23,True
29201,Đỗ Đức Trang,20,A1,26/05/23,False
19686,Nguyễn Thị Bảo,20,A1,22/01/24,True
54843,Bùi Minh Anh,23,A1,21/10/23,False
58604,Lê Quang Khoa,46,A3,02/01/24,True
10207,Nguyễn Hữu Vinh,20,A1,07/12/23,True
78619,Bùi Quang Cương,24,A1,14/07/23,True
49891,Đỗ Thị Mai,20,A1,13/11/23,True
82982,Vũ Minh Mai,23,A1,11/02/23,True
72711,Đỗ Quang Linh,25,A1,04/11/23,True
23395,Vũ Công Ly,24,A2,01/02/24,True
14895,Đỗ Ngọc Vinh,17,A1,23/08/23,True
75061,Đỗ Đức Vinh,22,A1,21/11/23,True
